user,review,rating,app,word_count,is_spam_candidate,label,,,
Sơn Vũ Hồng,"đặt 2 đơn hàng dùng chung mã giảm giá (ti tỉ cái mã như nhau), xong giờ tôi bị 1 shop nó ôm đơn hàng ko thèm giao thì ko cho hủy, dù đã thanh toán rồi????",1,Lazada,37,TRUE,,,,
Sunny Sunny,"mới đăng nhập đã bị khoá tài khoản , kêu liên hệ cskh thì máy toàn nói ấn vào 1/2/3 để hỏi..... ( khoong liên quan đến tài khoản gì cả ) . đã đợi nửa tiếng vẫn chưa hề thấy nhân viên ra nói",1,Lazada,45,TRUE,,,,
Phúc Đặng Thiên,mới tải đăng ký số điện thoại thì bị khoá tài khoản chẳng hiểu thế nào,1,Lazada,16,TRUE,,,,
Đăng Khoa Lâm,mua hàng không cho kiểm tra. liên hệ tư vấn thì chờ như con chờ mẹ đi chợ về. khi off thì nv chat trả lời. quỳ lạy!,1,Tiki,28,TRUE,,,,
trang duyanh,t mới sử dụng lần đầu tiên mà cái cớ gì cho số điện thoại t vô danh sách đen ?,1,Lazada,21,TRUE,,,,
Thô bạo Lê,đăng nhập vào liên kết sdt ko được bắt gửi otp mà ko gửi dc ko có zalo nữa tệ,1,Shopee,20,TRUE,,,,
Lọc Nước,"lỗi mã cr01, chua mua được gì quá thật vọng, không áp được mã giảm giá.",1,Lazada,16,TRUE,,,,
Manhnguyen,😡,1,Shopee,1,TRUE,,,,
Lập Nguyễn Đình,đặt hàng. app báo đang đi giao. nhưng không hề có bất cứ cuộc gọi nào từ shipper. mà hệ thống dám thông báo là liên hệ với khách để giao 3 lần không được. rồi tự động hủy đơn. tao mua hàng chứ không xin chúng mày nhé mấy thằng tiki ạ. giao hay không giao thì phải nói cho chính xác. đây không phải là lần đầu tao mua hàng. rất nhiều lần rồi nhưng chất lượng phục vụ càng ngày càng đi xuống. cho 1 sao là đáng.,1,Tiki,91,TRUE,,,,
Giang Le,đăng nhập để mua hàng mà lazada làm rắc rối quá.. đăng ký bằng số điện thoại cũng bảo tài khoản bị khóa vì bảo mật... trước nhập mã otp xác minh là xong nên cân nhắc cách đăng ký cho dễ dàng hơn chứ thấy rất tệ rồi,1,Lazada,49,TRUE,,,,
Chí Nguyên Ngô,"đặt 2 đơn cùng lúc thì lỗi và khóa tài khoản, quảng cáo quá nhiều dùng voucher thì lỗi, sđt thì kẹt trong tài khoản bị khóa, ăn lỗi f02 lên tục, app như culon",1,Shopee,35,TRUE,,,,
Lan Hương Nguyễn Thị,"bad app, đợt mùng 1/6 tải để mua sách tặng mấy đứa cháu mà phí ship đắt, ship loằng ngoằng, thao tác khó sử dụng (đặt 1 đơn, áp mã giảm giá, chưa thanh toán, muốn đặt thêm vài sp khác mà đơn kia ko thể hủy để áp lại mã giảm giá), tạm biệt, ko hẹn gặp lại.",1,Tiki,59,TRUE,,,,
Ka Linh,"đề nghị nên cung cấp số điện thoại và tên của người giao hành nhằm đảm bảo an toàn cho người mua hàng, không bị lừa đảo.",1,Shopee,27,TRUE,,,,
tran nha,shopee làm ăn không hiểu đc cho mã giảm giá làm gì rồi không cho sài hỏi không cho sài thì cho mã làm gì 😡😡😡,1,Shopee,26,TRUE,,,,
Quy Phu,toi mun 1tr vao vi ..sao nhan vien ko ai ho tro va huong dan de nqp vay ..ung dung tao lao ..mo cho tin nhan ra ..de khach nhan tin nap tien vao ..ko vao thi gui tin nhan vai ..khi vao lazada .chang co huong dan ..nghi,1,Tiki,49,TRUE,,,,
02.HoàngAnh,"làm ăn như con cặk, app đell có chỗ ib vs ng giao hàng à? vd : t muốn giao hàng vào 5h mà thế đell nào cứ giao buổi sáng mong app khắc phục đifff mẹ",1,Tiki,37,TRUE,,,,
Cường Nguyễn,app như l app mã giảm giá rồi hủy méo hiểu,1,Shopee,11,TRUE,,,,
Đông Trần,ko hề có mã giảm giá cho bạn mới luôn,1,Lazada,10,TRUE,,,,
hieu cao,ngoài việc có vài mã giảm giá sâu hơn shoppe thì app giao hàg rất chậm,1,Lazada,16,TRUE,,,,
Hà Nguyễn,di me có bị j k v đang chs game cứ qc shoppe hoài dumaaaaaa,1,Shopee,15,TRUE,,,,
Shironeko Kazuki,tôi chưa từng dùng shopee mà nay đăng ký lại thông báo số điện thoại của tôi ko đăng ký dc. quá tệ,1,Shopee,23,TRUE,,,,
Đỗ Ngọc,"đơn đặt 1/2 đến hôm nay 10/2 vẫn lưu kho bên ghn không chịu giao rồi chuyển hoàn ,khiếu nại lên shopee 1 tuần liền nhưng không được giải quyết, quá coi thường khách hàng!!!!! bọn làm ăn thất đức !!!!!!",1,Shopee,41,TRUE,,,,
Zakases,"từ đợt tháng 12 trở lại đây , cứ đặt đơn nào là kiểu gì cũng có 1 anh bên cam gọi hỏi thăm sức khỏe , yêu cầu kết bạn zalo.",1,Shopee,32,TRUE,,,,
Yêu T,👎🏼,1,Lazada,1,TRUE,,,,
Uyên Thảo,dở tệ🥥,1,Tiki,2,TRUE,,,,
Đức (Nguyễn Phan Minh Đức),"tôi là khách hàng lâu năm, mua bán bình thường mà không hiểu vì sao bị chặn không cho dùng mã giảm giá. nhất là bị ngay vào đúng đợt sale lớn. app làm ăn kiểu gì vậy? cố ý đuổi người dùng à?? tôi đã từng rất ủng hộ và mua cực nhiều đơn. rất bức xúc vì bị đối xử như thế này, phí ship sàn đã cao rồi mà giờ không cho dùng mã nữa thì chịu. tình trạng như này còn tiếp diễn thì bỏ",1,Lazada,89,TRUE,,,,
Hiền Phan,ít mã giảm giá sài cũng ko tốt lắm với lại giá ở ngoài khác bấm vô mua khác,1,Shopee,19,TRUE,,,,
T triple,"shop thì bán hàng lỗi cho khách. khách lỡ click nhận hàng là khỏi đổi trả, shop thì đổ lỗi do tính năng của app và đổ lỗi cho khách hàng. quá tởm",1,Lazada,33,TRUE,,,,
hung phi,tại sao thêm số điện thoại không được dù thử mọi cách vẫn ko được toàn lỗi chán không muốn nói,1,Shopee,21,TRUE,,,,
Huy Ho,"quá mệt! mã giảm giá có mà như không , hàng ko đa dạng",1,Sendo,14,TRUE,,,,
Anh Thư Phạm,không thanh toán đc bằng momo. cũng k cách nào chọn ship cod. cứ bắt thanh toán zalopay. ép uổng nhau thế :),1,Tiki,23,TRUE,,,,
Ut Luc,như 💩,1,Lazada,2,TRUE,,,,
Hiền Giáp Thị,mn vàimẹ.có,1,Tiki,2,TRUE,,,,
Hadi,"hàng đến nơi thì không ai gọi,1 nhắn tin ra nhận toàn bắt bật thông báo ứng dụng lên để xem. hàng toàn để quên không ai nhắc.",1,Sendo,28,TRUE,,,,
Anh Đào,"vừa mới tải về xong tạo tài khoản mới thì bị lỗi ul00 dù chưa từng tải về máy. gọi cho cskh thì bảo lỗi không hỗ trợ được, bảo tạo tài khoản mới. tạo xong thì tài khoản mới cũng lỗi đó, số điện thoại ở đâu ra mà tạo nhiều tài khoản. lừa đảo khách hàng. làm ăn gian dối. muốn thử trải nghiệm nhưng như này thì thôi, không bao giờ mua hàng. làm ăn rất tồi tệ. tốn kém tiền để gọi cskh mà không làm được gì. phí tổng đài cũng không rẻ.",1,Lazada,98,TRUE,,,,
trung vũ,sđt của mình cứ kêu không đúng định dạng. quá tệ !,1,Tiki,12,TRUE,,,,
Liên Trương,phải nhập số điện thoại nhập xong thì lỗi mã m02 là sao z trời,1,Shopee,15,TRUE,,,,
Huyền Nguyễn kim,"lazada ít mã giảm giá,cskh k tốt,làm gì cũng bị lazada khoá hết tài khoản vì lý do bảo mật,vào nick mới cũng k đc.",1,Lazada,25,TRUE,,,,
Su Shu,"dở lắm. đặt hàng từ ngày 14/7/2021 đã thanh toán qua zalo pay. đến hôm nay, ngày 25/9/2021 vẫn không giao hàng, vẫn ở trạng thái giao hàng. làm việc với cskh thì k giải quyết, gọi đợi ship giao hàng. thiết nghĩ đến hết tháng 12/2021 sendo có giao hàng cho tôi hay không, đã mua cực kì nhiều sàn nhưng đây là trải nghiệm tồi tệ nhất của tôi!!!!!! 1*! đên hiện tại, ngày 29/3/2022 vẫn không hoàn tiền cho đơn hàng t7/2021 t đặt, kinh khủng. thế giới này chỉ có sendo mới cư xử như vậy với khách hàng",1,Sendo,103,TRUE,,,,
minh hằng,"yêu cầu giải quyết vấn đề sđt khách hàng thì không giải quyết. hệ thống thì cứ lỗi không cho cập nhật sđt, không cho xóa tài khoản. là sao nữa?????",1,Shopee,31,TRUE,,,,
Dân Quyền Phan,"app làm ăn lừa đảo, treo mã giảm giá người mới 100k cho cố vô xong nhấn vào lúc nào cũng 'rất tiếc không đủ điều kiện'. đổi cả sim mới, mạng mới, tài khoản mới vẫn báo lỗi. làm ăn kiểu này thì dẹp mẹ cái app đi cho rồi, mất thời gian của người khác. 1 sao cho sự lừa lọc",1,Shopee,63,TRUE,,,,
Nguyễn Trung,"dạo này có đặt mấy đơn 1 tháng rồi chưa giao mà không hủy đơn được, đã trả tiền rồi nữa chứ. nhắn tin thì không ai trả lời toàn bắt nói chuyện với ai thôi không khiếu nại được lazada làm ăn không uy tín gì cả sao dám mua hàng nữa.",1,Lazada,53,TRUE,,,,
Thái Trương Quốc,"tiki những đơn thanh toán rồi giao hàng rất lâu. liên hệ chỉ ậm ừ trả lời cho có, không giải quyết. chính sách hoàn tiền chậm trễ. nhân viên tư vấn kém, app tư vấn lâu. mọi người nên tẩy chay tiki đi vì quá xem thường khách hàng.",1,Tiki,50,TRUE,,,,
NGUYỄN TÂN PHONG,"mua hàng trên sen đỏ trả tiền trước bằng ví zalo pay, nhà vận chuyển từ chối vận chuyển đơn hàng, đã gọn nhân viên tư vấn bảo hủy đơn hoàn tiền. vậy mà đơn hàng đặt từ ngày 11 tháng 1 năm 2022 tờii nay vẫn chưa thấy hoàn tiền, mà trong trang chủ thông báo sẽ hoàn tiền từ 2 tới 4 giờ cho ví zalo pay. gọi điện phản hồi thì tính tiền cước gần hết đơn hàng rồi.chán cho sen đỏ.... mọi người hãy cẩn thận mua hàng đừng bao giờ trả tiền trước nhưng mình sẽ bị mắc quai đó.",1,Sendo,105,TRUE,,,,
Ťrí Ñgûÿêñ,"đã quên mật khẩu vào không đc. bấm quên mật khẩu, nhập mã gửi về sms rồi lại bắt xác minh bằng mật khẩu hiện tại là cái ioonf gì nữa vậy?????? t nhớ được mật khẩu thì nhấn phương thức khác ăn cc à. ứng dụng rác y chang cái wechat, tài khoản đã sử dụng từ trước, tới khi tải lại app vào cũng đ cho vào luôn mà",1,Shopee,71,TRUE,,,,
Gia đình& Xã hội,"ví sao lúc nào cũng lừa người ta click vào vậy,trong khi không có nhu cầu mua, không có tiền,nghe nhạc cũng ko yên, chơi game cũng ko yên,đọc báo xem phim cũng ko yên, nhiều lúc làm đơ máy, liên tục làm tắt toàn bộ ứng dụng vào lại",1,Shopee,50,TRUE,,,,
Thiện Nguyễn ngọc,thật sự mình khá thất vọng mình từng tạo tk lazada từ 2021 ts h quay lại cho cái mã giảm giá 10% tối đa cx chỉ đc 150 mà đk phải mua sản phẩm 1tr5 trở lên ms đủ chán chả muốn nói vài năm nx sặp là chắc,1,Lazada,50,TRUE,,,,
Quang Dinh,quảng cáo nhiều quá 🤬🤬🤬🤬🤬🤬🤬😡😡😡😡😡😡😠😠😠😠😠😠,1,Lazada,5,TRUE,,,,
Nghĩa Lâm,thanh toán qua ví zalo pay trừ tiền rồi lại bị hủy đơn đặt lại vẫn bị hủy nhưng không giải thích lí do hủy,1,Tiki,25,TRUE,,,,
viện vương,quảng cáo gì mà lắm thế t gỡ cài đặt luôn giờ😡😡😡😡😡😡😡😡😡😡,1,Lazada,12,TRUE,,,,
"Nhon, Vo Ngoc","tiki không hợp tác với zalo, tự động logout tài khoản, không chủ động hướng dẫn khách hàng. đến khi khách hàng mò mãi không được mới lòi ra sự vụ. nếu xử lý không ra hồn, tôi sẽ chuyển qua app khác và kêu gọi đồng nghiệl đổi app!",1,Tiki,50,TRUE,,,,
Trinh Phạm,lag quay vòg vòg bắt người ta xác nhận gửi mã về nhập vào i hệt thì không được??mất sđt nên mới đổi số khác mà cứ bắt xác nhận gửi mã về số đó ma coi hả cái app lờ này sập sớm dùm cái!😡,1,Lazada,46,TRUE,,,,
Minh Phúc Nguyễn Ngọc,"app mua hàng mà không cho đặt hàng, nhắn tin với tvv thì bảo fix mà không fix, gửi hơn chục cái mail mà chả cái nào fix lỗi đc, làm ăn sống nhăn, chán.",1,Lazada,35,TRUE,,,,
phan Phan,"gục,",1,Tiki,1,TRUE,,,,
Nở Hoa Tre,tổng đài thì liên hệ k đc. app cứ mở ra là nhảy quảng cáo. rối mắt.,1,Sendo,17,TRUE,,,,
Nhân Tướng Học & Đời sống,cảnh báo... cảnh báo..toàn hàng rỡm. mà giá tự nâng cao lên sale 30% xuống vẫn cao hơn sp y chang bên shopy k có sale đã vậy còn giao thiếu phụ kiện nữa. moá trá hình thế thì nói sale làm gì. nhắn tin shop thì rặn mãi mấy ngày mới trả lời. trước giờ hỏi mấy người nói bên sendo toàn hàng rởm làm ăn bố láo quả không sai.sau bl này tôi cũng xoá luôn app. quá vớ vẩn.. cùng 1 sp hàng lúc nào cũng đắt hơn shopee 20k đến 50k. có cái đắt gần gấp 3 lần,1,Sendo,102,TRUE,,,,
dat chua,"sendo giờ làm ăn càng ngày càng tệ hại. trước mình chỉ dùng sendo vì sendo có chính sách chăm sóc khách hàng rất tốt. giờ ai còn mua hàng trên sendo là sai lầm lớn. giao hàng thì lâu khủng khiếp, đặt 1 đơn hàng từ quận 9 qua quận 12 hơn nửa tháng vẫn chưa tới. liên hệ với sendo để hủy đơn hàng trên chat và điện thoại chờ dài cổ tốn tiền điện thoại cũng ko gặp được ai. sau lần này tôi sẽ tẩy chay sendo và khuyên mọi người mua hàng giá rẻ và vận chuyển nhanh thì mua trên shopee hoặc lazada.",1,Sendo,109,TRUE,,,,
Huy Nguyễn,app ko cs mã giảm giá khi tạo tài khoản mới,1,Lazada,11,TRUE,,,,
Phương Trần,"quá thất vọng, ko liên kết đc vs ngân hàng, mã giảm giá thì đểu lúc dùng đc lúc ko dùng đc, bắt phải đăng nhập nhiều thứ loằng ngoằng, xem video hoặc live mà ko nhận đc xu. tóm lại là như🤞",1,Shopee,43,TRUE,,,,
Minh Thành Nguyễn,đang đói vãi cả l mà tự dưng hủy đơn 😡😡😡😡😡😡😡,1,Shopee,11,TRUE,,,,
Robin Goodfellow,"đơn hàng bị hủy bởi người bán mà nhiều ngày ko có thông báo gì cho mình hay biết, nếu ko phải mình chủ động liên hệ hỏi nhân viên tiki thì giờ này chắc mình vẫn đang mỏi mắt trông ngóng bưu tá tới giao hàng. được lắm, 1 sao",1,Tiki,51,TRUE,,,,
Hồ Hoàn Tuấn Vĩ,"lí do khoá tài khoản không hợp lý, không cho sử dụng lại số điện thoại cũ để dùng. khó chịu vô cùng.",1,Shopee,23,TRUE,,,,
Trang Thùy,"nhắn tin cho shop mà k thấy trả lời, tự ý hủy đơn hàng k có lý do xong ghi là mình tự hủy. 1 lần trải nghiệm tồi tệ",1,Tiki,30,TRUE,,,,
Dũng Văn,"làm việc quá tệ. 2 lần bị ngâm đơn, lần đầu thì 2 tháng nhưng k giao. tiếp theo đơn này cũng 2 tháng k giao tiếp tục. nhắn tin cskh của tiki thì trả lời máy móc. nhắn tin thì rep tin nhắn có sẵn. lúc onl thì k rep cho khách, lúc khách off thì rep xong tự trả lời là do k thấy khách hàng trả lời nên dừng cuộc trò chuyện? đến khi onl rep thì lại kêu nói lại từ đầu? đã rất nhiều lần và rất tệ hại! còn việc giao hàng thì k gói hàng cho khách hàng chuẩn, cũng luôn bị móp hàng hoá, chán thật sự luôn!",1,Tiki,116,TRUE,,,,
Tuyen Nguyen Quang,nghèo khuyến mại . giá lại cao . auto ế dài .,1,Tiki,12,TRUE,,,,
Trường Vy Trần Thị,"cày tưới nước lúa 2 lần mún chết, r cái kêu k còn gạo, lừa bịp, lừa gà, ko còn gạo thì xoá trò chs đi để ra lm j ngta chs r k có tặng, gieo hi vọng r dập tắt àk. lừa đảo thật .......",1,Lazada,47,TRUE,,,,
Thiên Hoà Trần,"đăng kí tk thì không được toàn là kêu tài khoản bị khoá chuyển fb, gg,zalo cái nào cũng kêu khoá điện tổng dài thì nói 1 2 câu tắt máy",1,Lazada,31,TRUE,,,,
Nghia Phan,như l*¿,1,Sendo,2,TRUE,,,,
Ha Le,khi nhắn tin để đặt mua hành có phần gủi ảnh nhưng ấn vào ko hiểm thị ảnh để gui vẫn con kém so vs shoppe và lazada,1,Sendo,28,TRUE,,,,
lv louis,khi tạo tài khoản mà khi nhập sdt mà nó nói là không đăng nhập được r nó khoá acc tui luôn là sao tui bị khoá hơn 3 cái tài khoản rồi làm ăn v chết r nhập sdt xong gửi qua sms mà nó nói là chưa đc đăng nhập rồi khoá tài khoản của ngta??????? xem xét lại giùm!,1,Lazada,62,TRUE,,,,
Thành Ngọc,"đăng nhập vào thì không thấy tài khoản đâu đã vậy còn khoá luôn làm tôi phải mất cả buổi để đổi đến từ số điện thoại qua email hay mạng xã hội như facebook, zalo đều không được!!! rất không hài lòng về trải nghiệm này",1,Lazada,47,TRUE,,,,
Thiện Long,"app ncc sài biết bao lâu đã từng đánh giá 5 sao, nhưng có vấn đề là giao hàng trễ hẹn r mình hủy đơn và mình đã thanh toán qua zalopay trước đó r, hủy đơn k hoàn tiền, đt tiki đổ lỗi qua zalopay hết lần này tới lần khác 2 bên ai cũng chối bỏ trách nhiệm, vậy ăn tiền ngta như v à, kím tiền dễ quá z, đúng là dân ăn cướp trắng trợn mà",1,Tiki,80,TRUE,,,,
Koob,tồi tệ chưa từng thấy đơn hàng 5.5kg trên đường vận chuyển bị rạch còn có 3.1kg bọc lại xong lại in tem nhãn xong gửi cho khách 1 nhà chuyển phát lớn như này mà dám trộm hàng chưa thấy bên vận chuyển nào chơi kiểu đấy với khách cho xin số điện thoại hỗ trợ của lazada,1,Lazada,59,TRUE,,,,
Duc Manh,shopee lỗi số đt của mik mà k đăng nhập đc mà shopee cứ báo sđt đã liên kết với tài khoản khác???,1,Shopee,23,TRUE,,,,
Mua Thu,"sử dụng rất bất tiện. bấm thanh toán đã không được, xong còn mất một lượt khuyến mại. cũng không hướng dẫn vì sao không thanh toán được. 😡",1,Sendo,29,TRUE,,,,
Tuan Pham,không đổi được số điện thoại,1,Shopee,6,TRUE,,,,
thông đặng đức,shoppe ăn cướp tiền hả . tôi mua hàng ko đúng . nên trả hàng và hoàn tiền . ai ngờ tôi trả hàng rồi mà nhắn cho shop nói là ví shoppe . thì mình cũng chờ nhận tiền. nói là trước mùng 9/1/2026 sẽ trả tiền . vậy mà giờ mùng 10/1/2026 thì lại ko thấy tiền đâu . nhắn tin hỏi shop thì ko trả lời . tôi cũng đến chịu shop với shoppe đấy,1,Shopee,78,TRUE,,,,
Duc Levan,hết số điện thoại để xác nhận,1,Shopee,7,TRUE,,,,
Lam Triều Võ,"đặt hàng từ ngày 15/1 dự kiến giao 18/1 rồi 20/1 bây giờ 1/2 vẫn không thấy liên hệ gì, làm ăn như quần què.",1,Lazada,25,TRUE,,,,
Khanh Lam,"đặt hàng thì không giao, đến lúc khách hàng hỏi thì yêu cầu hủy đơn hàng, nhưng đến lúc khách kêu hoàn tiền thì......., nói chung là cực kỳ tệ nhé, tốt nhất là không mua, để khỏi phí thời gian và bực bội",1,Tiki,44,TRUE,,,,
Dáng Võ,tệ 😤,1,Lazada,2,TRUE,,,,
hai hoang,"đơn hàng bị hủy, không thấy hoàn tiền liên hệ tổng đài thì hướng dẫn hết 2p(2k) rồi báo giữ máy chuyển đến chăm sóc khách hàng vừa dứt câu nói là kết thúc luôn cuộc gọi, gọi lại cũng như vậy, gửi mail thì mấy ngày không trả lời.",1,Sendo,50,TRUE,,,,
Hung nguyen,mới tải về và đang trong bước xác thực số điện thoại cái nó khóa tài khoản vì nghi ngờ gian lận 🙂,1,Lazada,23,TRUE,,,,
Michelle Huang,"đặt hàng trên tiki k biết được nhà cung cấp ở chỗ nào. giao hàng bắt đầu từ đâu, cũng k biết đang vận chuyễn là đã tới chỗ nào rồi. liên hệ ncc cũng lâu nữa",1,Tiki,37,TRUE,,,,
Hiếu Lê,như cc nên block mấy bán mà khi người mua ib ko trả lời mà cứ tạo đơn rồi gửi đi thôi,1,Sendo,22,TRUE,,,,
Tuấn Nguyễn,ứng dụng lừa đảo . tao chưa bao giờ sử dụng lazada bao giờ và bây giờ tải app về đăng ký sử dụng lần đầu tiên và khi đăng ký số điện thoại vào app xong thì khóa tài khoản cả 2 số điện thoại và bắt gọi tổng đài . ứng dụng lừa đảo. cho 1 sao khuyên mọi người không lên sử dụng,1,Lazada,66,TRUE,,,,
Thúy Kiều Nguyễn Thị,🤗,1,Shopee,1,TRUE,,,,
Sojin Chua,tôi ko thể lấy lại sđt của mình,1,Shopee,8,TRUE,,,,
Hồ Công Hiếu,quá tệ!!!!!!!,1,Lazada,2,TRUE,,,,
Thư Lê,"chưa giao hàng mà bảo đã giao rồi; nhắn tin cho shop hay sendo đều không nhận được phản hồi và giải quyết; ứng dụng tệ nhất, nếu không khắc phục mình sẽ không mua bất cứ cái gì nữa😠!",1,Sendo,40,TRUE,,,,
Sơn Lâm Trường,"đã từng đánh giá 5 sao... giờ thì một sao vì đã mất lòng tin. mua hàng bằng zalopay, cả tháng cũng chưa giao. rồi tự hủy mà tiền thì không hoàn về. thất vọng...",1,Tiki,35,TRUE,,,,
Gia Huy To,"lazada đã tự động hủy đơn hàng của tôi, mã giảm giá đã được áp dụng vào ngày 10/10 mà lại lấy lý do để hủy đơn hàng của tôi",1,Lazada,30,TRUE,,,,
Gia Huệ Vương,"muốn thay số điện thoại cho tài khoản vì lúc trước sử dụng số đt của người thân mà cứ hiện lỗi hoài, hỏi sửa sao thì cứ chỉ lại cách tui làm mà hiện lỗi, r chỉ toàn mấy cái không thực hiện đc, hỏi không thực hiện đc lại quay về chỉ cách ban đầu rất là bực, muốn tạo tài khoản shopee pay mãi mà ko đc 🤬🤬🤬🤬🤬🤬🤬🤬🤬🤬",1,Shopee,71,TRUE,,,,
Toai Thanh,"yêu cầu hủy đơn hàng hoàn tiền thì bên tiki bảo liên hệ shop , liên hệ shop thì bảo liên hệ tiki đùng đẩy trách nhiệm như thế khác gì mấy thành phần đa cấp lừa đảo",1,Tiki,38,TRUE,,,,
Thanh Nguyen,dma cc j tự truy cập vô điện thoại người sử dụng đang chạy tik tok fb zalo gì nó cũng tự nhảy vô,1,Lazada,24,TRUE,,,,
Kim Phụng 29,"à mình bấm đặt mà nó đé* cho đặt cứ bắt mật khẩu rồi sđt liên tục không đặt được,thề vs lòng không tải lần 2 tks",1,Tiki,27,TRUE,,,,
Huỳnh Như Ý-42,shop né tránh yêu cầu tôi tự trả hàng tôi đã làm hồ sơ trả hàng bên shoppe và được chấp nhận vào ngày 27/1 và cho đến ngày 1/2 vẫn không có liên lạc của shipper hay cập nhật trạng thái trả hàng và sau đó tôi đã liên hệ bộ phận cskh và được phản hồi sẽ có shipper khác đến lấy trong vòng 24h nhưng đến nay vẫn chưa có ai . ngay sau khi thấy tôi đợi quá lâu tôi đã lên lại trang shoppe và biết được yêu cầu trả hàng đã bị hủy chỉ vì tôi không thấy shipper nào đến lấy hàng trả và thời gian đi gửi hàng,1,Shopee,116,TRUE,,,,
Lan Nguyễn,"đừng đặt hàng qua bọn lừa đảo này!!!!!!!!!!! đặt hàng bắt chuyển khoản thanh toán trước, rồi gặp vấn đề thì phủi tay, không phản hồi khiếu nại.",1,Sendo,28,TRUE,,,,
Mạnh Nguyen,"không đặt gì mà cứ thông báo ""đang giao hàng cho bạn......"" làm tôi phải vào xem ... thi thoảng lại thông báo +1000000 rất khó chịu nha....",1,Lazada,28,TRUE,,,,
いちごちゃん,phần đăng nhập ad sửa giao diện lại. xài trên tv box màn hình nền phía trên cao quá không kéo xuống phần tk:sđt đc,1,Tiki,25,TRUE,,,,
Tab A8 Samsung,"nó khóa người mua, chơi khó người bán. tẩy chay nó đi. nó làm giàu trên nước mình nhưng lại mang tiền về trung quốc.như cak......",1,Shopee,26,TRUE,,,,
Hoang Long Chau,trước đây dùng khá ngon và có cả sđt tổng đài. nay tiki tự hủy đơn mà chẳng thấy sđt tổng đài ở đâu!? chưa kể làm mục chat với tư vấn viên kiểu gì chờ 30 phút chẳng thấy con ma nào vô chat. chia tay với tiki,1,Tiki,49,TRUE,,,,
Jessie Nguyen,"ứng dụng tệ nhât từng xài. - cho mã giảm giá không bao giờ áp dụng được, bấm vào cứ k hợp lệ, không có chỗ cho lưu mã trước. - sản phẩm cho vào cho giỏ hàng thì bắt buộc phải mua, chứ không cho lựa chọn cái nào mua cái nào không như những ứng dụng khác. - flash sale thì bấm vô hiện toàn cái quái quỷ gì đâu không, sản phẩm muốn coi thì không thấy đâu. - mã giảm giá đã lưu hay hết mã không bao giờ ghi. tệ!!! - chua thấy ứng dụng nào tệ như vậy.",1,Tiki,104,TRUE,,,,
Nguyễn Nhi,k hiểu bên này lm kiểu j vô cùng bức xúc mua đồ bth shipper vẫn giao địa chỉ đấy tự nhiên nay kêu địa chỉ k hợp lệ xg tự hủy đơn hàng của ngta mà shipper k lỡ gọi một cuộc báo tình hình đơn ngta đg cần mà lm ăn kiểu vậy xg cx kbt sđt shipper sao để trao đổi xứng đáng kco sao nào thì hơn ph báo ngta để bt đây im lặng hủy đơn mik mà k thấy đơn lâu chx về vào kiểm tra thì cx k bt là đơn bị hủy mik mua cho bn mik mà h sắp tết r hủy đơn ngta r qua tết ms đặt lại đc t cạch mặt lazada .,1,Lazada,125,TRUE,,,,
Trường Dương,sài số điện thoại mới mua hàng cũng bị khóa tài khoản,1,Shopee,12,TRUE,,,,
Van toan Tran,không tốt đặt hàng dùng số điện thoại mới shopee tự hủy và báo là do đaqjt hàng bất thường. mong shopee cải thiện hơn và cho mình đặt lại ngay bây giờ,1,Shopee,33,TRUE,,,,
Hương Trương,khó chịu vãi sđt thì đúng địa chỉ cx đúng mà giao mấy lần cx ko đc làm ăn lừa đảo,1,Shopee,21,TRUE,,,,
Hà Phạm Thị Ngọc,"mình từng là fan của lazada, rất yêu thích giao diện này nhưng từ hôm nay chính thức tạm biệt vì quá tệ, nhà bán hàng ngâm đơn hàng 11 ngày trời, mình nhắn tin cho tư vấn viên thì toàn kêu là sẽ gọi cho nhà bán hàng đốc thúc, chiều nay thì kêu là nhà bán hàng sẽ đóng gói ai dè tối hệ thống tự hủy. hzzzz quá thất vọng về quá trình làm việc của lazada đối với khách hàng",1,Lazada,84,TRUE,,,,
Hai Pham Huu,"sen đỏ làm ăn vớ vẩn,cho mã giảm giá nhưng k cho dùng,hủy đơn của khách",1,Sendo,16,TRUE,,,,
Việt Trần,đơn đặt từ 2/2/2026 có note lại shop báo shipper giao trong sáng thì 4/2/2026 shipper gọi bảo giao buổi chiều và thái độ mắng là khách không nói gì shipper giao lúc nào? ủa đặt hàng biết ai là shipper mà nhắn? mình hẹn 5/2 giao thì shipper không liên hệ lại om đơn đến 9/2 thì tự hủy đơn không giao và ghi chú là liên hệ khách không được????? lúc nào tôi cũng cầm điện thoại trong tay mà? shopee xem lại thái độ shipper nhé.,1,Shopee,89,TRUE,,,,
Liên Phương Huỳnh,"hình đăng không khớp với thực tế, click vô xem là cái khác nên khỏi mua đi . khi bạn mua quá nhiều lần tại 1 shop trên sàn này, không hiểu vì sao có 1 yếu tố vô hình nào đó sẽ làm cho bạn hoặc cách này hay cách khác , không thể mua tại shop đó được nữa .",1,Tiki,62,TRUE,,,,
Bronzer Online,app lag còn không cho người dùng đổi email và sđt,1,Sendo,11,TRUE,,,,
Dũng Trần,"app quá tệ, không cho người dùng thay đổi email và số điện thoại dù người dùng không còn sử dụng các thông tin đó nữa, nói chung đáng chấm - sao.",1,Tiki,32,TRUE,,,,
