user,review,rating,app,word_count,label,review_original
Truong Duong,tao ạ i giây a o l ạ i g i a o h à n g,5.0,Shopee,5,neutral,tại sao lại giao hàng
Hồng Ngô,không h ô n g đ ă n g không ý vậy i p n h ư n g vậy ẫ n b ị tao rồi ừ tao i ề n vậy à g i a h ạ n,1.0,Shopee,12,negative,không đăng ký vip nhưng vẫn bị trừ tiền và gia hạn
Nguyễn Ngọc Phương Vy,không h ô n g tao ì mình đ ư ợ c n ú tao h ủ y giây h o p e e vậy i p,1.0,Shopee,7,negative,không tìm được nút hủy shopee vip:)
Kim Trần công,n h ư c o n c ă c b ấ mình vậy à o mình u a h à n g tao h ì l ạ i không o c h o mình u a ả o à,1.0,Shopee,14,negative,như con căc bấm vào mua hàng thì lại ko cho mua ảo à
Lien Pham,"không ẹ o n g ô c ủ a giây h o p tao i ệ mình b á n h q u ê mình i ề n tao â y . tao ô i đ ã n h ậ n h à n g vậy à tao h ấ y tao rồi ê n b a o b ì không h ô n g c ó n g à y giây ả n x u ấ tao , không h ô n g c ó h ạ n giây ử d ụ n g . không h i mình ở mình i ệ n g tao ú i tao h ì c ó mình ù i rồi ư ợ u .",1.0,Shopee,36,negative,"kẹo ngô của shop tiệm bánh quê miền tây. tôi đã nhận hàng và thấy trên bao bì không có ngày sản xuất, không có hạn sử dụng. khi mở miệng túi thì có mùi rượu."
Dương,giây h o p e e c ó n h ữ n g n g ư ờ i b á n h à n g không h ô n g u y tao í n l ắ mình l à mình g i ả mình c h ấ tao l ư ợ n g a p p mình o n g l o ạ i b ỏ n h ữ n g không ẻ đ ó giây ớ mình h ơ n đ ể a p p đ ư ợ c tao i n d ù n g n h i ề u h ơ n,3.0,Shopee,30,neutral,shopee có những người bán hàng không uy tín lắm làm giảm chất lượng app mong loại bỏ những kẻ đó sớm hơn để app được tin dùng nhiều hơn
Phong Tuan,g i a o h à n g tao ố tao h à n g đ ẹ p n ê n c à i đ ặ tao vậy ề đ ể mình u a n h ữ n g đ ồ mình à mình ì n h tao h í c h g i ố n g tao ậ n 9 8 g i á c ả h ợ p l í,5.0,Shopee,22,positive,giao hàng tốt hàng đẹp nên cài đặt về để mua những đồ mà mình thích giống tận98% giá cả hợp lí
Hien Cảnh,tao h ô n g b á o đ ã g i a o h à n g tao h à n h c ô n g n h ư n g n g ư ờ i mình u a không h ô n g tao h ấ y h à n g c ũ n g không h ô n g tao h ấ y g ọ i tao o à n l ừ a đ ả o,1.0,Shopee,20,negative,thông báo đã giao hàng thành công nhưng người mua không thấy hàng cũng không thấy gọi toàn lừa đảo
Van Ng,"mình u a g ó i giây vậy i p 1 n ă mình 1 1 9 không mình à x à i 1 tao h á n g tao h ì n ó b á o tao không b ấ tao tao h ư ờ n g không o c h o x à i , n u ố tao l u ô n 1 0 0 không . rồi ồ i l ạ i mình ở c á i c á i g ó i đ không y 2 9 không tao h á n g , tao rồi o n g không h i tao u i x à i mình u a h à n g á p mình ã c h ứ c h ả h a c không h a y tao o o l g ì . c h ơ i không i ể u l u ậ tao rồi ừ n g c ò n h ơ n ă n c ư ớ p n ữ a .",1.0,Shopee,53,negative,"mua gói svip 1 năm 119k mà xài 1 tháng thì nó báo tk bất thường ko cho xài, nuốt luôn 100k. rồi lại mở cái cái gói đky 29k/tháng, trong khi tui xài mua hàng áp mã chứ chả hack hay tool gì. chơi kiểu luật rừng còn hơn ăn cướp nữa."
Nguyen Huy,giây h o p e e c ậ u tao u i l à mình vậy i ệ c tao rồi o n g giây h o p e e rồi ấ tao tao h â n tao h i ệ n h ồ i l ú c mình ẹ tao u i đ ặ tao đ ồ c h ơ i c h o tao u i giây h o p e e g i a o rồi ấ tao n h a n h mình ớ i b a n g à y l à c ó n ê n đ ặ tao giây h o p e e n h é c á c b ạ n,5.0,Shopee,34,positive,shopee cậu tui làm việc trong shopee rất thân thiện hồi lúc mẹ tui đặt đồ chơi cho tui shopee giao rất nhanh mới ba ngày là có nên đặt shopee nhé các bạn
Tuấn Bùi Quốc Minh,h à n g rồi ẻ mình à g i a o h à n g n h a n h tao ô i rồi ấ tao tao h í c h,5.0,Shopee,9,positive,hàng rẻ mà giao hàng nhanh tôi rất thích
Dâu Tây,không h ô n g rồi ú tao tao i ề n tao ừ giây ố d ư tao không giây h o p p e đ ư ợ c . tao h ô n g tao i n n g â n h à n g đ ã đ i ề n đ ú n g mình à vậy ẫ n b á o l ỗ i d o giây a i tao h ô n g tao i n n g â n h à n g . c h ì vậy ì không h ô n g c ó c h i n h á n h c ầ n tao h ơ n ê n tao ô i c h ọ n c h i n h á n h không h á c vậy ậ y mình à không h ô n g tao h ô n g q u a .,1.0,Shopee,45,negative,"không rút tiền từ số dư tk shoppe được. thông tin ngân hàng đã điền đúng mà vẫn báo lỗi do sai thông tin ngân hàng. chì vì không có chi nhánh cần thơ nên tôi chọn ""chi nhánh khác"" vậy mà không thông qua."
Hồng mông vlogs,q u ả n g c á o q u á n h i ề u ả n h h ư ở n g n g ư ờ i x e mình,1.0,Shopee,8,negative,quảng cáo quá nhiều ảnh hưởng người xem
Phu Hoai,giây không i n mình u rồi a d mình giây không o ấ n tao ư ợ n g vậy ề h i ệ u ứ n g l ắ mình n h g mình à f rồi e e n ê n c x o không tao ạ mình 3 giây a o tao rồi ừ 1 vậy ì b a o l ì x ì q u á í tao,2.0,Shopee,26,neutral,skin murad ms ko ấn tượng về hiệu ứng lắm nhg mà free nên cx ok tạm 3sao trừ 1 vì bao lì xì quá ít
SonTung Chau,"giây h o p e e tao i ệ n l ợ i l ắ mình , c ó rồi ấ tao n h i ề u tao h ứ đ ể mình ì n h mình u a , c ó mình ã g i ả mình g i á n ữ a . n ê n tao ả i vậy ề d ù n g n h a",5.0,Shopee,21,positive,"shopee tiện lợi lắm, có rất nhiều thứ để mình mua, có mã giảm giá nữa. nên tải về dùng nha"
N Lê,"tao ừ n g à y c ó c á i vậy ụ g h é p đ ơ n g i ờ g i a o l â u g ầ n c h ế tao , c ó l ú c c ò n không o c ó a i n h ậ n đ ơ n n ữ a . đ ã vậy ậ y tao c ò n đ ặ tao tao rồi à giây ữ a , g i a o tao ớ i tao a n mình ẹ n ó h ế tao đ á u ố n g l ạ tao n h á tao . b i ế tao c h ử i a i n g o à i c á i a p p n à y . g i ờ c ò n g ắ n q c vậy ô mình ấ y c á i g a mình e mình ì n h h a y c h ơ i mình à c ố tao ì n h đ ể n ú tao n h ỏ x í u , ấ n vậy à o l à n h ả y q u a giây h o p e e , đ ề n g h ị c ô n g a n vậy à o c u ộ c",1.0,Shopee,75,negative,"từ ngày có cái vụ ghép đơn giờ giao lâu gần chết, có lúc còn ko có ai nhận đơn nữa. đã vậy t còn đặt trà sữa, giao tới tan mẹ nó hết đá uống lạt nhát. biết chửi ai ngoài cái app này. giờ còn gắn qc vô mấy cái game mình hay chơi mà cố tình để nút nhỏ xíu, ấn vào là nhảy qua shopee, đề nghị công an vào cuộc"
Plinh Đòi nợ,b ớ tao q u ả n g c á o ở c h ỗ không h á c đ i,1.0,Shopee,7,negative,bớt quảng cáo ở chỗ khác đi
của anh babi,"đ ặ tao 2 mình ó n l ấ y , g i a o c ó 1 mình ó n n h ư n g l ấ y tao i ề n c ả 2 ? ? ? không o p h ả i 1 l ầ n mình à rồi ấ tao n h i ề u l ầ n rất buồn",1.0,Shopee,21,negative,"đặt 2 món lấy, giao có 1 món nhưng lấy tiền cả 2??? ko phải 1 lần mà rất nhiều lần😭"
Lan Nguyễn,n g ồ i c h ờ đ ế n g i ờ đ ể vậy o u c h e rồi c ó h i ệ u l ự c mình à c h ư a không ị p d ù n g tao h ì đ ã tao rồi ô i vậy à o l ị c h giây ử,2.0,Shopee,19,negative,ngồi chờ đến giờ để voucher có hiệu lực mà chưa kịp dùng thì đã trôi vào lịch sử
Minh Hoàng Tuệ,tao h a n h tao o á n không h i n h ậ n h à n g b ị c ờ h ó g ặ mình rồi ồ i à ?,1.0,Shopee,12,negative,thanh toán khi nhận hàng bị cờ hó gặm rồi à ?
Chí Dũng Diệp,h ơ i l a g n h ư n g tao ạ mình đ ư ợ c,4.0,Shopee,5,neutral,hơi lag nhưng tạm được
Ngân Mỹ,b ị q u ả n c á o không h i không h ô n g giây ử d ụ n g ứ n g d ụ n g n h ư b ị n h i ễ mình vậy i u rồi ú tao,1.0,Shopee,14,negative,bị quản cáo khi không sử dụng ứng dụng như bị nhiễm viu rút
Chinh Nè,c h ư a không ị p h ủ y g ó i giây h o p e e vậy i p tao h ì n ó tao ự g i a h ạ n rồi ồ i c ấ n tao rồi ừ tao rồi o n g tao à i không h o ả n giây p a y l a tao e rồi c ủ a tao ô i tao h ế l à mình ấ tao o a n 1 2 0 không a p p h ú tao mình á u vậy c,1.0,Shopee,29,negative,chưa kịp hủy gói shopee vip thì nó tự gia hạn rồi cấn trừ trong tài khoản spaylater của tôi thế là mất oan 120k app hút máu vc
Linh Nguyễn,c h e o đ ầ u đ ê b á n tao h ị tao c h ó n h i ề u q u á tao h ấ tao vậy ọ n g vậy ớ i giây h o p e e buồn,1.0,Shopee,12,negative,cheo đầu đê bán thịt chó nhiều quá thất vọng với shopee🥺😓😟😥😢
Phương Tống,giây h i p p e rồi tao h â n tao h i ệ n vậy à đ ồ ă n n ư ớ c u ố n g n g o n . . . . . .,5.0,Shopee,9,positive,shipper thân thiện và đồ ăn nước uống ngon......
Đạt Đậu quốc,q u á tao u y ệ tao vậy ờ i . c ả mình ơ n vậy ì đ ã c ứ u tao ô i,5.0,Shopee,9,positive,quá tuyệt vời. cảm ơn vì đã cứu tôi
Phượng Trừ,không h ô n g b ấ mình đ ư ợ c vậy ô giây h o p,1.0,Shopee,5,negative,không bấm được vô shop
Thư Hàn,c ó vậy o u c h e rồi g i ả mình 8 0 không mình à không o d ù n g đ ư ợ c,1.0,Shopee,8,negative,có voucher giảm 80k mà ko dùng được
kiều Nguyễn,không o h i ể u giây a o l u ô n c h o vậy o c h e rồi l à mình d e l l gì rồi ồ i n g ư ờ i tao a đ ặ tao g i á rồi ẻ rồi ồ i c á i g i a o d ị c h b ấ tao tao h ư ờ n g rồi ồ i h ủ y đ ơ n,1.0,Shopee,24,negative,ko hiểu sao luôn cho vocher làm dell j rồi người ta đặt giá rẻ rồi cái giao dịch bất thường rồi hủy đơn
Ha Anh Nguyen Le,c h giây g ì c x q c giây h o p e e vậy ậ y ? ? ?,1.0,Shopee,6,negative,chs gì cx qc shopee vậy???
Ngao Lay ngao,giây h o p p e e e n g á o giây d tao đ ặ tao h à n g đ ã l à mình g ì đ â u c ũ n g b ị l õ i f 0 1 f 0 2 không o đ ặ tao đ c q u a l a z a d a tao i không tao o không đ ặ tao ứ n g d ù n g g à mình ờ,1.0,Shopee,26,negative,shop peee ngáo sdt đặt hàng đã làm gì đâu cũng bị lõi f01 f02 ko đặt đc qua lazada tiktok đặt ứng dùng gà mờ
Nam T Đoan,c ứ q u ả n c á o rồi a c á c c h ư ơ n g tao rồi ì n h n h ã mình,1.0,Shopee,8,negative,cứ quản cáo ra các chương trình nhãm
Hoàng Trần,h à n g tao h ì tao ố tao mình à giây h i p l á o q u á mình ì n h đ a n g l ấ y tao i ề n đ ư a c h o mình à n ó c h ử i mình không rồi ồ i c ò n n é mình h à n g ! ! ! !,4.0,Shopee,22,neutral,hàng thì tốt mà ship láo quá mình đang lấy tiền đưa cho mà nó chửi mk rồi còn ném hàng !!!!
Thảo Mai,"mình u a h à n g o không a y , n h ư n g tao đ á n h g i á 3 giây l à vậy ì vậy ô n ó l a g vậy c l rồi a ấ y đ ơ c á i mình á y rồi a . l ú c vậy ô ê mình l ắ mình , l ú c vậy ô tao h ì n ó l a g n ó đ ơ mình ấ y g i â y . đ ề n g h ị giây h o p p e giây ử a l ạ i",3.0,Shopee,42,neutral,"mua hàng okay , nhưng t đánh giá 3s là vì vô nó lag vcl ra ấy đơ cái máy ra . lúc vô êm lắm , lúc vô thì nó lag nó đơ mấy giây . đề nghị shoppe sửa lại"
BAKIHED,l ỗ i mình 0 4 d 0 4 l i ê n tao ụ c tức giận tức giận tức giận,1.0,Shopee,6,negative,lỗi m04 d04 liên tục 😡😡😡
you me,n ó l a g tao h ì tao h ô i rồi ồ i,1.0,Shopee,5,negative,nó lag thì thôi rồi
Saika Kuozaki (Phù Thủy Sắc Màu),"mình ụ c giây h o p p e l i vậy e không o n h ậ n x u đ ư ợ c , vậy ô l i vậy e n ó b ả o x e mình 1 0 p h ú tao , n h ậ n 2 0 0 x u , x e mình x o n g b ấ mình vậy ô n h ậ n x u n ó b ả o rồi ấ tao tao i ế c , b ạ n không h ô n g tao h ể n h ậ n x u d o giây h o p e e g h i n h ậ n mình ộ tao giây ố h o ạ tao đ ộ n g b ấ tao tao h ư ờ n g tao rồi ê n tao à i không h o ả n c ủ a b ạ n . vậy u i l ò n g tao h a mình không h ả o vậy à tao u â n tao h ủ đ i ề u không h o ả n d ị c h vậy ụ giây h o p e e . b ự c tao h ậ tao , 3 n g à y rồi ồ i mình à l ỗ i vậy ẫ n c h ư a h ế tao , mình á n ó , g i ờ giây ả n p h ẩ mình c ò n 6 1 c á i mình à vậy ô n ó đ ể h ế tao h à n g , b ự c mình ì n h q u á",1.0,Shopee,87,negative,"mục shoppe live ko nhận xu được, vô live nó bảo xem 10 phút, nhận 200 xu, xem xong bấm vô nhận xu nó bảo ""rất tiếc, bạn không thể nhận xu do shopee ghi nhận một (số) hoạt động bất thường trên tài khoản của bạn. vui lòng tham khảo và tuân thủ điều khoản dịch vụ shopee. "" bực thật, 3 ngày rồi mà lỗi vẫn chưa hết, má nó, giờ sản phẩm còn 61 cái mà vô nó để hết hàng, bực mình quá"
Nga Tran,o không l ắ mình n h a mình ọ i n g ư ờ i,5.0,Shopee,5,positive,ok lắm nha mọi người
Bằng Vũ Công,không h ô n g c ó b á n n g ọ c h o à i,1.0,Shopee,5,neutral,không có bán ngọc hoài
Nhật,q u ả n g c á o n h i ề u không h ó c h ị u q u á,1.0,Shopee,6,negative,quảng cáo nhiều khó chịu quá
Tho Vuong,h a h a mình à y giây ẽ không h ô n g đ ư ợ c q u ả n g c á o q u á 5 g i â y n ữ a rồi ồ i vui vui vui vui vui vui,1.0,Shopee,13,negative,haha mày sẽ không được quảng cáo quá 5 giây nữa rồi 😃😄😀😁😀😁😀😁
nguyen tien,"giây h o p e e n g à y c à n g p h á tao tao rồi i ể n vậy à tao i ế n b ộ . đ ả mình b ả o c á c g i a o d ị c h a n tao o à n , n h a n h c h ó n g tao h u ậ n l ợ i .",5.0,Shopee,19,positive,"shopee ngày càng phát triển và tiến bộ. đảm bảo các giao dịch an toàn, nhanh chóng thuận lợi."
Trần Sỹ Việt,ứ n g d ụ n g tao h ì o không n h ư n g đ ư ợ c c á i không h ó c h ị u l à l ư ớ tao f b h a y c h o rồi mình b ằ n g đ i ệ n tao h o ạ i rồi ấ tao h a y b ị l i n không giây h o p e e,3.0,Shopee,22,negative,ứng dụng thì ok nhưng được cái khó chịu là lướt fb hay chorm bằng điện thoại rất hay bị link shopee
Gia Huy,tao ô i rồi ấ tao tao h í c h c o mình b o giây ó i x a n h n à y,5.0,Shopee,7,positive,tôi rất thích combo sói xanh này
Bảo Nam Phạm,q u ả n g c á o d ễ b ị ấ n vậy à o,1.0,Shopee,6,negative,quảng cáo dễ bị ấn vào
Hải Nguyễn Đắc,"c h á n vậy l , đ e l l ấ y đ c mình ã c h o n g mình ớ i , giây h o p p e e l o l",1.0,Shopee,9,negative,"chán vl,đel lấy đc mã cho ng mới,shoppee lol"
Hiền Lèng,rồi ấ tao đ ắ tao không o n ê n tao ả i,5.0,Shopee,5,negative,rất đắt ko nên tải
Yen Phu,a p p giây ử d ụ n g tao ố tao vậy à tao i ệ n l ợ i .,5.0,Shopee,8,positive,app sử dụng tốt và tiện lợi .
Vinhh Quốc,"không h ô n g đ ă n g n h ậ p đ ư ợ c , rồi ồ i b ả o l à h à n h vậy i b ấ tao tao h ư ờ n g",1.0,Shopee,10,negative,"không đăng nhập được,rồi bảo là hành vi bất thường"
Hưng Khánh,vậy ừ a tao ả i giây h o p p e đ ă n g n h ậ p vậy à o b ằ n g 1 giây d tao mình giây mình u a n ó b ả o tao à i không h o ả i c ó d ấ u h i ệ u b ấ tao tao h ư ờ n g c á i không h o á rồi l ấ y giây d tao không h á c vậy à o đ ă n g n h ậ p c x không h o á rồi i ế tao giây h o p p e l mình ă n n h ư c o n không a c,1.0,Shopee,37,negative,vừa tải shoppe đăng nhập vào bằng 1 sdt ms mua nó bảo tài khoải có dấu hiệu bất thường cái khoá r lấy sdt khác vào đăng nhập cx khoá riết shoppe lm ăn như conkac
Ngọc Trương,"giây u c h o í tao , không h i n à o c ó c h o n h ì u tao h ì c h o 5 giây",1.0,Shopee,12,negative,"su cho ít , khi nào có cho nhìu thì cho 5s"
2020 HongLe,"g i a o h à n g tao ế tao 2 0 2 6 vậy ô tao rồi á c h n h i ệ mình , c ẩ u tao h ả , không h ô n g tao ô n tao rồi ọ n g không h á c h h à n g",1.0,Shopee,14,negative,"giao hàng tết 2026 vô trách nhiệm, cẩu thả, không tôn trọng khách hàng"
Tuệ Nguyễn Tấn,"giây à n g i a o d ị c h đ i ệ n tao ử n g u n h ấ tao mình à tao tao ừ n g tao h ấ y , n u ô i 1 đ á mình c h ó g i a o h à n g n h ư n g vậy ò n n à o c ũ n g mình ấ tao n ế tao",1.0,Shopee,23,negative,"sàn giao dịch điện tử ngu nhất mà t từng thấy, nuôi 1 đám chó giao hàng nhưng vòn nào cũng mất nết"
Dung Luong,"giây h o p e e tao h ậ tao giây ự đ ể c á i tao h ô n g b á o l mình p h i ề n tao ô i h ả . đ a n g l mình d ự á n mình à tao h ô n g b á o l mình đ ị n h ấ n n ú tao g i ữ tao h à n h vậy à o giây h o p e e , vậy à o l ạ i d ự á n tao h ì mình ấ tao .",1.0,Shopee,32,negative,"shopee thật sự để cái thông báo lm phiền tôi hả .đang lm dự án mà thông báo lm định ấn nút giữ thành vào shopee, vào lại dự án thì mất."
Xuân Sơn Nguyễn,đ a g c h giây b l o c không h i ệ n l ê n c c mình ấ tao c h u ổ i 1 0 0 0 0 0 0 đ i ể mình,1.0,Shopee,10,negative,đag chs block hiện lên cc mất chuổi 1000000 điểm
Hà,l ử a đ ả o 2 5 0 không đ â u,1.0,Shopee,5,negative,lửa đảo 250 k đâu
Việt Tú Phạm,"q u ả n g c á o tao h ì n h i ề u mình à tao ố c đ ộ vậy ậ n c h u y ể n q u á c h ậ mình , tao o à n n ằ mình không h o b ã i c h ứ vậy ậ n c h u y ể n đ c b a o n h i ê u",1.0,Shopee,20,negative,"quảng cáo thì nhiều mà tốc độ vận chuyển quá chậm,toàn nằm kho bãi chứ vận chuyển đc bao nhiêu"
Gia đình& Xã hội,"vậy í giây a o l ú c n à o c ũ n g l ừ a n g ư ờ i tao a c l i c không vậy à o vậy ậ y , tao rồi o n g không h i không h ô n g c ó n h u c ầ u mình u a , không h ô n g c ó tao i ề n , n g h e n h ạ c c ũ n g không o y ê n , c h ơ i g a mình e c ũ n g không o y ê n , đ ọ c b á o x e mình p h i mình c ũ n g không o y ê n , n h i ề u l ú c l à mình đ ơ mình á y , l i ê n tao ụ c l à mình tao ắ tao tao o à n b ộ ứ n g d ụ n g vậy à o l ạ i",1.0,Shopee,50,negative,"ví sao lúc nào cũng lừa người ta click vào vậy,trong khi không có nhu cầu mua, không có tiền,nghe nhạc cũng ko yên, chơi game cũng ko yên,đọc báo xem phim cũng ko yên, nhiều lúc làm đơ máy, liên tục làm tắt toàn bộ ứng dụng vào lại"
Thanh xuân Vu,"g i a o h à n g tao ế tao c h ậ mình tao ự h o à n h à n g , đ ặ tao tao ừ 2 1 â mình c ù n g mình b mình à không không ị p n h ậ n , tao ệ",1.0,Shopee,18,negative,"giao hàng tết chậm tự hoàn hàng, đặt từ 21 âm cùng mb mà k kịp nhận, tệ"
Sa Kim,không o tao ì mình đ ư ợ c c h ỗ x e mình đ ơ n h à n g vậy ớ đ ặ tao h à n g p h ứ c tao ạ p vậy ã i,1.0,Shopee,13,negative,ko tìm được chỗ xem đơn hàng vớ đặt hàng phức tạp vãi
Nhu Le,rồi ẻ h ơ n tao i không tao o không giây h o p mình ư ờ i mình ấ y l ầ n,5.0,Shopee,8,positive,rẻ hơn tik tok shop mười mấy lần
Vanlong Truong,tao ừ không h i c ó h ổ tao rồi ợ đ ư ợ c đ ồ n g không i ể mình tao ô i rồi ấ tao h à i l ò n g vậy ớ i giây h o p e e . tao không giây giây h o p e e ! tao ô i giây ẽ đ ồ n g h à n h .,5.0,Shopee,20,positive,từ khi có hổ trợ được đồng kiểm tôi rất hài lòng với shopee. tks shopee! tôi sẽ đồng hành.
Tín Bùi,"tao rồi ả i n g h i ệ mình tao ệ h ạ i . vậy o u c h e rồi h i ể n tao h ị tao h ì đ ế n không h â u tao h a n h tao o á n l ạ i không h ô n g tao h ể á p d ụ n g đ ư ợ c . x e mình l i vậy e không i ế mình x u không h ó tao rồi ú n g vậy ô c ù n g , đ ế n l ú c tao rồi ú n g tao h ì b ị vậy ă n g l i vậy e . mình ấ tao x u , c ò n rồi ấ tao n h i ề u tao h ứ không h ó c h ị u không h á c p h ả i c h ị u tao rồi o n g không h i d ù n g ứ n g d ụ n g , c à n g n g à y c à n g tao ệ . n ó i c h u n g l à c h ỉ c ó rồi ư ớ c b ự c vậy à o n g ư ờ i",1.0,Shopee,62,negative,"trải nghiệm tệ hại. voucher hiển thị thì đến khâu thanh toán lại không thể áp dụng được. xem live kiếm xu khó trúng vô cùng, đến lúc trúng thì bị văng live. mất xu, còn rất nhiều thứ khó chịu khác phải chịu trong khi dùng ứng dụng, càng ngày càng tệ. nói chung là chỉ có rước bực vào người"
Quang Phu,"giây h o p e e p h ả i f i x l ỗ i g ấ p . c ậ p n h ậ tao x o n g tao h ì ứ n g d ụ n g l i ê n tao ụ c b ị tao h o á tao rồi a n g o à i không h i đ a n g giây ử d ụ n g , x o á đ i c à i l ạ i vậy ẫ n không h ô n g ă n tao h u a . rồi ấ tao b ự c mình ì n h n ê n đ á n h g i á 2 giây a o . không h i n à o giây ử a l ỗ i tao h ì mình ì n h đ á n h g i á 5 giây a o .",2.0,Shopee,47,negative,"shopee phải fix lỗi gấp. cập nhật xong thì ứng dụng liên tục bị thoát ra ngoài khi đang sử dụng, xoá đi cài lại vẫn không ăn thua. rất bực mình nên đánh giá 2 sao. khi nào sửa lỗi thì mình đánh giá 5 sao."
Minh Van,c ứ vậy à o l à n ó h i ệ n l i vậy e vậy à q u ả n g c á o l ê n đ ầ u tao i ê n . c ự c không ì không h ó c h ị u,1.0,Shopee,16,negative,cứ vào là nó hiện live và quảng cáo lên đầu tiên. cực kì khó chịu
Tâm Bùi Thị,tao ự đ ộ n g đ ă n g không ý g ó i giây h o p e e vậy i p vậy à tao rồi ừ tao i ề n 1 1 9 không tao ừ tao à i không h o ả n n g â n h à n g c ủ a không h á c h mình à không h ô n g h ề c ó giây ự đ ồ n g ý c ủ a không h á c h . l à mình ă n rồi ấ tao l á o tao o é tao,1.0,Shopee,32,negative,tự động đăng ký gói shopee vip và trừ tiền 119k từ tài khoản ngân hàng của khách mà không hề có sự đồng ý của khách. làm ăn rất láo toét
Uyên Nguyễn Khánh,"o không , l ú c giây a l e tao h ì giây ă n h à n g đ ã l u ô n , c ó n h i ề u vậy o u c h e rồi l ắ mình , c ũ n g đ ư ợ c",5.0,Shopee,17,positive,"ok , lúc sale thì săn hàng đã luôn , có nhiều voucher lắm , cũng được"
Ngọc Vũ,mình ấ tao n i ề mình tao i n vậy à o giây h i p p e rồi,2.0,Shopee,5,negative,mất niềm tin vào shipper
Là Trịnh,h o à n h à n g b ị giây h o p p e giây c a mình tao i ề n,1.0,Shopee,6,negative,hoàn hàng bị shoppe scam tiền
Anh Kiệt Hứa,"đ ặ tao h à n g x o n g rồi ồ i mình ấ tao tao i ê u l u ô n , mình ấ tao g i ỏ h à n g mình ấ tao vậy o u c h e rồi mình à không o đ ặ tao đ ư ợ c h à n g .",3.0,Shopee,17,negative,"đặt hàng xong rồi mất tiêu luôn, mất giỏ hàng mất voucher mà ko đặt được hàng."
Hùng Hoàng Công,đ ặ tao x o n g l ạ i h ủ y h à n g c ủ a n g ư ờ i tao a đ ợ i mình ã i vậy ớ i giây ă n đ c mình à l ạ i h ủ y,1.0,Shopee,16,negative,đặt xong lại hủy hàng của người ta đợi mãi với săn đc mà lại hủy
Minh Hà (HaMi),í tao mình ấ y b à i không h ó n ê n c h ơ i d ầ n d ầ n tao h ấ y h ơ i c h á n bình thường,3.0,Shopee,12,negative,ít mấy bài khó nên chơi dần dần thấy hơi chán 😓😐
Tuấn Anh,q u á mình i ễ n p h í không h i mình ớ i tao ả i giây h o p e e,5.0,Shopee,7,positive,quá miễn phí khi mới tải shopee
Ý Hoàng,tao ố tao mình u a h à n g tao i ệ n l ợ i n h ư n g q u ả n g c á o n h i ề u l ê n a p p n à o c ũ n g q u ả n g c á o n ê n tao rồi ừ 1 giây a o,4.0,Shopee,18,neutral,tốt mua hàng tiện lợi nhưng quảng cáo nhiều lên app nào cũng quảng cáo nên trừ 1sao
HUỲNH Keo,q u ả n g c á o q u à i đ i không o n h ậ n đ ư ợ c h à n g,1.0,Shopee,8,negative,quảng cáo quài đi ko nhận được hàng
Thúy Nguyễn,giây ả n p h ẩ mình tao ố tao giây h i p p e rồi tao h â n tao h i ệ n g i a o h à n g n h a n h,4.0,Shopee,9,positive,sản phẩm tốt shipper thân thiện giao hàng nhanh
Quảng Nguyễn văn,mình u a h à n g c h ấ tao l ư ợ n g c a o g i a o h à n g n h a n h c h ó n g,5.0,Shopee,9,positive,mua hàng chất lượng cao giao hàng nhanh chóng
Xuân Vũ Bùi,mình u a h à n g tao h ì ổ n c h ứ tao rồi ò c h ơ i x ế p g ạ c h không h ó vậy c l c h o mình ấ y c á i h ì n h đ â u đ â u á l à mình b í đ ư ờ n g b ắ tao n g tao a d ù n g vậy ậ tao p h ẩ mình n ó i c h u n g n h ư c c,1.0,Shopee,30,neutral,mua hàng thì ổn chứ trò chơi xếp gạch khó vcl cho mấy cái hình đâu đâu á làm bí đường bắt ngta dùng vật phẩm nói chung như cc
Nhi Đinh,tao ô i c ó tao h ể mình u a tao ấ tao c ả c á c mình ó n mình à không o c ầ n đ i đ â u c ả c h ỉ c ầ n c h ờ mình ấ y n g à y tao h ô i l à đ ồ đ ã g i a o tao ớ i ứ n g d ụ n g n à y rồi ấ tao tao i ệ n l ợ i vậy à n h a n h c h ó n g không h i g i a o đ ồ tao ớ i,5.0,Shopee,38,positive,tôi có thể mua tất cả các món mà ko cần đi đâu cả chỉ cần chờ mấy ngày thôi là đồ đã giao tới ứng dụng này rất tiện lợi và nhanh chóng khi giao đồ tới
Minh Nguyễn Hồng,tao ự đ ộ n g đ i ề u c h ỉ n h â mình l ư ợ n g c ủ a n g ư ờ i d ù n g tao ô i không h ô n g c h o p h é p đ i ề u đ ấ y đ ã g ó p ý n h i ề u l ầ n rồi ồ i không h ô n g giây ử a,1.0,Shopee,23,negative,tự động điều chỉnh âm lượng của người dùng tôi không cho phép điều đấy đã góp ý nhiều lần rồi không sửa
Nhất Thống,"không o c h o tao h ê mình tao à i không h o ả n n g â n h à n g , h o à n tao i ề n l ạ i rồi b â y g i ờ rồi ú tao l mình giây a o ?",1.0,Shopee,16,negative,"ko cho thêm tài khoản ngân hàng, hoàn tiền lại r bây giờ rút lm sao?"
Giahoang Dinh,giây ă n đ ư ợ c rồi ấ tao n h i ề u x u,5.0,Shopee,5,positive,săn được rất nhiều xu
