user,review,rating,app,word_count,label,review_original
Ly Nguyễn,tiki xử lý hàng lâu rất,3.0,Tiki,7,,tiki xử lý hàng lâu vl 🙂
́ Đình Thiện Lý,quên mất mât khẩu đăng nhập thì lấy lại như thế nào,5.0,Tiki,12,,quên mất mât khẩu đăng nhập thì lấy lại như thế nào
T 007,mật khẩu mật khẩu này...tốn thời gian vc,1.0,Tiki,8,,mật khẩu mật khẩu này...tốn thời gian vc
Vô web KTIEN . VN nhận 1tr,vô ktien . vn vay 0 nha,5.0,Tiki,7,,vô ktien . vn vay 0% nha
Võ Anh Khoa,ứng dụng load quá lâu không thể sử dụng được,1.0,Tiki,9,,app load quá lâu không thể sử dụng được
ngoc quang,update astra như loèn. đang dùng gói tiki now tiện lợi bao nhiêu đi hủy dịch vụ. bye tiki,1.0,Tiki,19,,update astra như loèn. đang dùng gói tiki now tiện lợi bao nhiêu đi hủy dịch vụ. bye tiki
Long Ngũ,"mình đã vay ở vay33. c0m thấy uy tín lắm, nên thử",5.0,Tiki,12,,"mình đã vay ở vay333. c0m thấy uy tín lắm, nên thử"
Clgaming Acc,"mua hàng thì rẻ mà phí giao hàng quá cao, hàng đặt thì cả đống giao đơn lẻ, đã vậy voucher không nhiều, không free giao hàng cho khách hàng",1.0,Tiki,28,,"mua hàng thì rẻ mà phí ship quá cao, hàng đặt thì cả đống giao đơn lẻ, đã vậy voucher không nhiều, không free ship cho khách hàng"
Người dùng Google,tiki có thiên hướng bênh người bán và bỏ rơi khách hàng.,1.0,Tiki,12,,tiki có thiên hướng bênh người bán và bỏ rơi khách hàng.
Hannover Love,kiếm tiền không vốn vào ktien. vn,5.0,Tiki,7,,kiếm tiền không vốn vào ktien. vn
Tiệp Nguyễn Đình,mua hàng thì quan tâm tới mấy cái mã giảm giá...sao cho mua hàng thuận tiện.mà mua hàng ở tiki thấy lằng nhằng quá cũng không quan tâm đến cái đồng coin gì đó.qua sàn khác mua.,1.0,Tiki,37,,mua hàng thì quan tâm tới mấy cái mã giảm giá...sao cho mua hàng thuận tiện.mà mua hàng ở tiki thấy lằng nhằng quá cũng không quan tâm đến cái đồng coin gì đó.qua sàn khác mua.
Nhu Y Cao,"hôm hôm nay mình đợi đơn khá lâu và có phản hồi đến tiki care thì mình nhận được sự chăm sóc khách hàng cực kỳ tốt của tiki. mình không ngờ tiki làm việc nhanh, cẩn thận và chu đáo như vậy. mình rất hài lòng về tiki. cảm ơn tiki rất nhiều",5.0,Tiki,53,,"hôm nay mình đợi đơn khá lâu và có phản hồi đến tiki care thì mình nhận được sự chăm sóc khách hàng cực kỳ tốt của tiki. mình không ngờ tiki làm việc nhanh, cẩn thận và chu đáo như vậy. mình rất hài lòng về tiki. cảm ơn tiki rất nhiều"
Hoài Bảo,"trải nghiệm mua sắm an toàn và uy tín từ 3 bên người dùng, ứng dụng tiki và nhà cung cấp",5.0,Tiki,20,,"trải nghiệm mua sắm an toàn và uy tín từ 3 bên: người dùng, app tiki và nhà cung cấp"
Nhox Koi,định vị thì ở sài gòn mà toàn hiện cửa hàng ở ngoài bắc... ứng dụng quá thông minh,1.0,Tiki,18,,định vị thì ở sài gòn mà toàn hiện shop ở ngoài bắc.... ứng dụng quá thông minh
Hoàng Phạm,"vào ứng dụng thì đơ , quay ra cập nhật lại vào vẫn đơ . nhắn tin đến số điện thoại báo là không lh được lúc 8h42 trong khi tao cầm điện thoại từ cả 2 3 tiếng liên tục có thấy cuộc gọi nào đâu!",1.0,Tiki,42,,"vào app thì đơ , quay ra cập nhật lại vào vẫn đơ . nhắn tin đến sdt báo là k lh được lúc 8h42' trong khi t cầm đt từ cả 2-3 tiếng liên tục có thấy cuộc gọi nào đâu!!!"
Anh Hà,vay online 0 thì vô vay33 . c0m,5.0,Tiki,8,,vay online 0% thì vô vay333 . c0m
Quỳnh Tòng,tiki bán hàng online uy tín nhất việt nam chọn cái uy tín bán đặt lên hàng đầu việt nam,5.0,Tiki,20,,tiki bán hàng online uy tín nhất việt nam chọn cái uy tín bán đặt lên hàng đầu việt nam
Thanh Trường Phạm,ứng dụng hay. nên tải về,5.0,Tiki,6,,ứng dụng hay. nên tải về
Lily Luu,từ tết tới giờ vô lựa hàng được xíu là bị đơ rồi văn ra không...mong tiki sửa lỗi sớm...chờ...,5.0,Tiki,20,,từ tết tới giờ vô lựa hàng đc xíu là bị đơ rồi văn ra không...mong tiki sửa lỗi sớm....chờ...
Lục Tài,bắt nhập tài khoản gì đấy dien hết cả người,1.0,Tiki,10,,bắt nhập tài khoản gì đấy dien hết cả người
Killer Dark,"ứng dụng hữu ích, tiện dụng",4.0,Tiki,5,,"app hữu ích, tiện dụng"
Vũ Nguyễn,mua hàng ở trên ứng dụng thì khác mà lúc giao không đúng cái của mình đặt trên ứng dụng,1.0,Tiki,18,,mua hàng ở trên app thì khác mà lúc giao ko đúng cái của mình đặt trên app
Nghia Nguyen,tạo cái nick mà chả bao giờ gửi mã xác nhận được. quá tệ,1.0,Tiki,14,,tạo cái nick mà chả bao giờ gửi mã xác nhận được. quá tệ
07.ngân hà 11a4,ứng dụng mua hàng trực tuyến rác nhất,1.0,Tiki,7,,app mua hàng trực tuyến rác nhất
Thị Ngọc Hiếu Trương,tìm kiếm sản phẩm mà chờ gần nữa tiếng không ra sản phẩm tức giận,1.0,Tiki,14,,tìm kiếm sản phẩm mà chờ gần nx tiếng k ra sản phẩm 😡
Shadow Evil,rất đúng chất lương và giao hàng đúng hẹn. apple đã quí định ngày.,5.0,Tiki,14,,rất đúng chất lương và giao hàng đúng hẹn. apple đã quí định ngày.
Thom Do,tự động hủy đơn của khách,1.0,Tiki,6,,tự động hủy đơn của khách
Ryo Amakusa,"tự tách đơn, xong tính phí vận chuyển riêng từng đơn, ủa mình đặt 1 lần mà, tách vậy khác gì mua nhiều lần, phí giao hàng cao thế thì thôi, ra nhà sách mua cho rồi, giờ mấy nxb cũng chiết khấu cho khách mua lẻ, chứ đây chuyển khoản 10 xong cộng phí vc cả 20k vô thì cũng như không rồi. tạm biệt tiki sau 7 năm gắn bó.",2.0,Tiki,70,,"tự tách đơn, xong tính phí vận chuyển riêng từng đơn, ủa mình đặt 1 lần mà, tách vậy khác gì mua nhiều lần, phí ship cao thế thì thôi, ra nhà sách mua cho rồi, giờ mấy nxb cũng chiết khấu cho khách mua lẻ, chứ đây ck 10% xong cộng phí vc cả 20k vô thì cũng như ko rồi. tạm biệt tiki sau 7 năm gắn bó."
Lê Võ,cập nhật xong là không search được cái gì luôn vui,1.0,Tiki,11,,cập nhật xong là không search được cái gì luôn 😀
Anh Minh Hoàng,tôi thanh toán rồi hủy đơn nó không hoàng tiền cho tôi,1.0,Tiki,12,,tôi thanh toán rồi hủy đơn nó ko hoàng tiền cho tôi
Teddy Cao,"load tìm kiếm thông tin rất chậm, cần cải thiện",2.0,Tiki,10,,"load tìm kiếm thông tin rất chậm, cần cải thiện"
Thuy Vo,ứng dụng này tốt nhay,5.0,Tiki,5,,ứng dụng này tốt nhay
Bao Trinh,"bấm search nửa tiếng đồng hồ, vòng tròn vẫn quay đều không cho ra kết quả. ứng dụng kém thật sự",1.0,Tiki,20,,"bấm search nửa tiếng đồng hồ, vòng tròn vẫn quay đều ko cho ra kết quả. app kém thật sự"
Hùng Nguyễn,hay nhà phê bình game,5.0,Tiki,5,,hay nhà phê bình game
ngo trong,"ứng dụng dở tệ. tìm kiếm đợi gần 1 phút không được nên thoát. quay quay hoài không tìm được kết quả. quá dở. mình cũng viết ứng dụng, mà ứng dụng như vậy để làm gì. dở như c... cho 1 sao. cho 0 sao thì ch không chịu.",1.0,Tiki,47,,"app dở tệ. tìm kiếm đợi gần 1 phút ko được nên thoát. quay quay hoài ko tìm được kết quả. quá dở. mình cũng viết app, mà app như vậy để làm gì. dở như c... cho 1 sao. cho 0 sao thì ch ko chịu."
Bao Phuc,tìm sản phẩm mãi không hiện ra. ứng dụng như rất tệ,1.0,Tiki,9,,tìm sp mãi k hiện ra. app như cc
Luc Nong,quá chán...qua shopee cho nhanh,1.0,Tiki,5,,quá chán...qua shopee cho nhanh
Phoebie Tran,sáng giờ không dùng được chức năng tìm kiếm trên ứng dụng,2.0,Tiki,11,,sáng giờ không dùng được chức năng tìm kiếm trên app
Nhất Duy,giao hàng thì gần tháng chưa về ứng dụng như rất tệ dẹp mẹ đi,1.0,Tiki,13,,giao hàng thì gần tháng chưa về app như cc dẹp mẹ đi
Anh Quốc,giao hàng lâu vãi 1 ức chế,1.0,Tiki,7,,giao hàng lâu vãi 1* ức chế
Quang Huy Đào,chờ hàng hơi lâu nhưng được cái háo hức,5.0,Tiki,9,,chờ hàng hơi lâu nhưng được cái háo hức
Pro Aris,"ứng dụng giờ sao lag thế, vui lòng khắc phục sớm tiki ơi!",3.0,Tiki,12,,"app giờ sao lag thế, vui lòng khắc phục sớm tiki ơi!"
ANH QUYEN,viettel post làm việc giao hàng chậm như rất tệ. bỏ ngay thì mua tiếp,1.0,Tiki,14,,viettel post làm việc giao hàng chậm như lol. bỏ ngay thì mua tiếp
PHONG TRƯƠNG,"bỏ ngay thằng vietelpost đi. làm ăn như rất tệ giao hàng nghỉ thứ sáu, thứ bảy, chủ nhật, ngày lễ. bên nào giao cũng được trừ thằng viettelpost sẽ không mua hàng nữa...",1.0,Tiki,30,,"bỏ ngay thằng vietelpost đi. làm ăn như cc giao hàng nghỉ t6, t7, cn, ngày lễ. bên nào giao cũng được trừ thằng viettelpost sẽ ko mua hàng nữa..."
nguyen van mạnh,",, ,, ,,z ,,z , 9s , y 1 thất vọng c buồn",1.0,Tiki,8,,",,,, ,,,,,, ,,z ,,,z , 9s , y@1😞c😢"
Thanh Lê Chí,có voucher những bấm vô không sử dụng được,1.0,Tiki,9,,có voucher những bấm vô ko sử dụng đc
Trương Minh,mất thời gian ghi là thứ 5 giao thế mà thứ 7 còn chưa xác nhận đơn giao hàng thì lâu cửa hàng nói thứ 6 giao mà thứ 7 hủy hàng của khách,1.0,Tiki,34,,mất thời gian ghi là thứ 5 giao thế mà thứ 7 còn chưa xác nhận đơn giao hàng thì lâu shop nói thứ 6 giao mà thứ 7 hủy hàng của khách 🙂
Hòa Mai Thanh,"ủa, tại sao lại phải bắt tôi đăng nhập lại mỗi lần mở ứng dụng?",1.0,Tiki,14,,"ủa, tại sao lại phải bắt tôi đăng nhập lại mỗi lần mở app?"
Nga Trịnh,"rất ít khuyến mãi hay voucher, mã giảm giá",1.0,Tiki,9,,"rất ít khuyến mãi hay voucher, mã giảm giá"
Toàn Trương,"cho mua mà không cho hủy tiki làm ăn gian dối thất đức, hãm vccl tao đánh giá được tao cho 0 sao cho mày chừa",1.0,Tiki,26,,"cho mua mà k cho hủy tiki làm ăn gian dối thất đức, hãm vccl tao đánh giá đc tao cho 0 sao cho mày chừa"
Anh Trịnh,không tệ cũng không tốt,3.0,Tiki,5,,ko tệ cx ko tốt
Trang: Vay9.C0M,sáng giờ vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 kiếm 900k vay 0 sáng giờ vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 kiếm 900k vay 0 .,5.0,Tiki,19,,sáng giờ vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 kiếm 900k + vay 0%sáng giờ vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 kiếm 900k + vay 0%.
Tú Ân Đỗ,"như cái con cẹc vậy, đặt hàng mãi không thấy xác nhận. xong lại còn tự hủy đơn. hàng thì đắt hơn các ứng dụng khác. thất vọng tức giận tiền nào không là tiền, chê ah.",1.0,Tiki,33,,"như cái con cẹc vậy, đặt hàng mãi ko thấy xác nhận. xong lại còn tự hủy đơn. hàng thì đắt hơn các app khác. dm tiền nào ko là tiền, chê ah."
MoNey Phát,tiki giờ cũng tiếp sức cho lừa đảo bán hàng nhỉ thất vọng thế,1.0,Tiki,13,,tiki giờ cũng tiếp sức cho lừa đảo bán hàng nhỉ chán thế
Noel,"chăm sóc khách hàng tên trường nhanh gọn 5 sao. đặt giao hàng ngay đã tốn tiền nhiều hơn, tôi còn chưa nhận được cuộc gọi nào người giao hàng đã cập nhật đơn hàng là không gọi được cho khách hàng đơn bị chuyển hôm qua ngày mai. tôi cần gấp mới đặt giao ngay trong ngày, trong khi nhà tôi có mở cửa sao lại không gọi tôi một tiếng mà đi luôn, 1 sao này là cho người giao hàng . ngày càng bị đánh giá đi xuống là có lý do hết cả đấy.",1.0,Tiki,92,,"chăm sóc khách hàng tên trường nhanh gọn 5 sao. đặt ship ngay đã tốn tiền nhiều hơn, tôi còn chưa nhận được cuộc gọi nào shipper đã cập nhật đơn hàng là không gọi được cho khách hàng đơn bị chuyển qua ngày mai. tôi cần gấp mới đặt giao ngay trong ngày, trong khi nhà tôi có mở cửa sao lại không gọi tôi một tiếng mà đi luôn, 1 sao này là cho shipper :). ngày càng bị đánh giá đi xuống là có lý do hết cả đấy."
Vũ Nguyễn,"dịch vụ tổng đài quá tệ, cửa hàng ảo nhiều, càng ngày càng kém cho 1 sao trước khi xóa ứng dụng.",1.0,Tiki,20,,"dịch vụ tổng đài quá tệ, shop ảo nhiều, càng ngày càng kém cho 1 sao trước khi xóa app."
Huỳnh Kim Thắng,astra là cái gì ? tạo ra 1 đồng coin để làm mọi thứ thêm phức tạp hóa việc mua bán và nhận voucher,1.0,Tiki,24,,astra là cái gì ? tạo ra 1 đồng coin để làm mọi thứ thêm phức tạp hóa việc mua bán và nhận voucher
Tinh Tinh,"giao hàng chậm rất, không đa dạng mẫu mã như shoppe, không giao hàng mà cũng không cho hủy hàng,",1.0,Tiki,20,,"giao hàng chậm vl, không đa dạng mẫu mã như shoppe, không giao hàng mà cũng k cho hủy hàng,"
Thiện Trần Thu,ứng dụng quá tệ tự hủy đơn của khach,1.0,Tiki,9,,ứng dụng quá tệ tự hủy đơn của khach
Khiem Nguyen,phí giao hàng mắc quá. chê nha,1.0,Tiki,6,,phí ship mắc quá. chê nha
tùng nguyễn,"đơn tiki now sau khi giao trễ 2 ngày nó hủy mẹ luôn, bức xúc không có chỗ phản hồi nên phải lên đây. lởm hết sức.",1.0,Tiki,27,,"đơn tiki now sau khi giao trễ 2 ngày nó hủy mẹ luôn, bức xúc k có chỗ phản hồi nên phải lên đây. lởm hết sức."
11A3 Phước,giao hàng không đúng với khi đặt hàng?,1.0,Tiki,8,,giao hàng ko đúng với khi đặt hàng?
Son Nguyen Thai Le,can we have notification for when our favourite products come back in stock ?,5.0,Tiki,14,,can we have notification for when our favourite products come back in stock ?
Tình Tuyệt,không thể gửi đánh giá sản phẩm về cho cửa hàng được. mong tiki xem lại.,4.0,Tiki,15,,không thể gửi đánh giá sản phẩm về cho shop được. mong tiki xem lại.
Hà Lê,9 ngày không thấy người giao hàng gọi điện ứng dụng thì báo đơn hàng bị hủy bởi đối tác . không giao hàng cũng không cho hủy hàng ? né viettelpost ra giùm làm ăn như,1.0,Tiki,35,,9 ngày k thấy shipper gọi điện app thì báo đơn hàng bị hủy bởi đối tác . không giao hàng cũng không cho hủy hàng ?? né viettelpost ra giùm làm ăn như **
nhatthegioi Taidepzai,không giao nhanh bằng shoppee,1.0,Tiki,5,,ko giao nhanh bằng shoppee
Cuong Do,giao không đúng thời hạng nó kêu đợi 4n mà tôi phải đợi cả tháng nó mới gởi tới,2.0,Tiki,19,,giao ko đúng thời hạng nó kêu đợi 4n mà tôi phải đợi cả tháng nó mới gởi tới
Trương Hoàng Phi,"lỡ tạo vài nick, muốn xóa bớt mà trước khi xóa tài khoản thì có đọc là khi xóa tài khoản thì sẽ không thể sử dụng được gmail và số điện thoại này khi tạo tài khoản mới . tại sao? như này thì xin xóa ứng dụng luôn, cứ cho là ứng dụng có cả tỷ lượt tải mà kiểu như thế này thì tôi xin xóa ứng dụng luôn.",1.0,Tiki,68,,"lỡ tạo vài nick, muốn xóa bớt mà trước khi xóa tài khoản thì có đọc là ""khi xóa tài khoản thì sẽ không thể sử dụng được gmail và số điện thoại này khi tạo tài khoản mới"". tại sao??? như này thì xin xóa app luôn, cứ cho là app có cả tỷ lượt tải mà kiểu như thế này thì tôi xin xóa app luôn."
Quynh Tran,càng ngày càng tệ với tiki card,1.0,Tiki,7,,càng ngày càng tệ với tiki card
Anh Tuan Nguyen,mọi người cẩn thận nhá tiki mua dễ nhưng khó đổi trả bảo hành lắm.,1.0,Tiki,15,,mọi người cẩn thận nhá tiki mua dễ nhưng khó đổi trả bảo hành lắm.
N V T,giao hành lâu quá trong tỉnh mà 3 ngày chưa thấy đến nơi,1.0,Tiki,13,,giao hành lâu quá trong tỉnh mà 3 ngày chưa thấy đến nơi
Người Ngoài Đường,"xử lhs đơn hàng, giao hành chậm chạp. không bao giờ sử dụng lần 2. lần 3. không nên dùng. không bằng 1 10 shopee, lazada",1.0,Tiki,25,,"xử lhs đơn hàng, giao hành chậm chạp. không bao giờ sử dụng lần 2. lần 3. không nên dùng. không bằng 1/10 shopee, lazada"
Nguyễn Ngọc Khánh,khá ít mã giảm giá,3.0,Tiki,5,,khá ít mã giảm giá
phong vo,"ứng dụng quá tệ, hàng bị lỗi chụp lại để phản ánh mà không up lên được, làm đơ đth đến mức tự reset.",1.0,Tiki,23,,"app quá tệ, hàng bị lỗi chụp lại để phản ánh mà ko up lên đc, làm đơ đth đến mức tự reset."
Tình Hô Văn,"yêu cầu tiki cập nhật lên phiên bản các cửa hàng bán hàng , ví dụ như hà nội , tp . hồ chí minh , đã nặng , bình dương , hải pbòng nghệ an , nước ngoài v.v... giống shopee",4.0,Tiki,41,,"yêu cầu tiki cập nhật lên phiên bản các shop bán hàng , ví dụ như hà nội , tp . hồ chí minh , đã nặng , bình dương , hải pbòng nghệ an , nước ngoài v.v.. giống shopee"
Hùng Phạm,giao nhanh nhưng có lúc bọc hàng không kĩ,4.0,Tiki,9,,giao nhanh nhưng có lúc bọc hàng ko kĩ
Sekai no Hanta,đăng nhập còn hạn chế mà không sao,4.0,Tiki,8,,đăng nhập còn hạn chế mà không sao
Hoai Nam Duong,"sao bỏ chế độ tikinow, khoán hàng năm vậy? có thì hay hơn, không có khách hàng chạy sang sope hết",5.0,Tiki,21,,"sao bỏ chế độ tikinow, khoán hàng năm vậy? có thì hay hơn, không có khách hàng chạy sang sope hết"
Nguyễn Nguyễn,"mua 1 gói x3 lần thì miễn phí vận chuyển, mua 3 gói x1 lần phí vận chuyển 69k. đã thế hàng khuyến mãi cũng tính phí vận chuyển. mua 2 món hàng cùng tiki trading làm 2 đơn rẻ hơn khi gom lại mua 1 đơn do tính phí vận chuyển nữa chứ. thất vọng",1.0,Tiki,55,,"mua 1 gói x3 lần thì miễn phí vận chuyển, mua 3 gói x1 lần phí vận chuyển 69k. đã thế hàng khuyến mãi cũng tính phí vận chuyển. mua 2 món hàng cùng tiki trading làm 2 đơn rẻ hơn khi gom lại mua 1 đơn do tính phí vận chuyển nữa chứ. chán"
Lan Hoàng,giao hàng rất lâu nên đanh giá như vậy vì 1 tháng sau mới giáo hàng hôm qua shopy cho le,1.0,Tiki,20,,giao hàng rất lâu nên đanh giá như vậy vì 1 tháng sau mới giáo hàng qua shopy cho le
Văn Quyết Lưu,chưa dùng thử nhưng chắc ổn,5.0,Tiki,6,,chưa dùng thử nhưng chắc ổn
van heo sỉnh,tốt hơn lazala với soppe,5.0,Tiki,5,,tốt hơn lazala với soppe
Hữu Đức Trầm,"sửa lại phần ui ux chỗ đặng nhập bằng sms đi nha, bug từa lưa hết! đăng nhập khó khăn, trải nghiệm người dùng cực kì tệ...",1.0,Tiki,26,,"sửa lại phần ui/ux chỗ đặng nhập bằng sms đi nha, bug từa lưa hết! đăng nhập khó khăn, trải nghiệm người dùng cực kì tệ..."
Hùng Trần,không nhập tài khoản được tôi chỉ số điện thoại duy nhất cố định không thể dùng số khác được cho 5 sao để nhập số điện thoại trước kia,5.0,Tiki,29,,không nhập tài khoản được tôi chỉ số điện thoại duy nhất cố định không thể dùng số khác được cho 5 sao để nhập số đt trước kia
hoc vu,1 lần mua 1 đơn hàng 2 món trả tiền rồi kiểm tra mới phát hiện thiếu 1 món.bỏ luôn,1.0,Tiki,20,,1 lần mua 1 đơn hàng 2 món trả tiền rồi kiểm tra mới phát hiện thiếu 1 món.bỏ luôn
THANH LUONG HOANG,"5 xuất sắc xuất sắc xuất sắc xuất sắc xuất sắc rất tuyệt vời ngon, bổ, rẻ, nhanh",5.0,Tiki,8,,"5🌟🌟🌟🌟🌟 rất tuyệt vời ""ngon, bổ, rẻ, nhanh"""
Nhan Pham,chọn giao hàng siêu tốc. người giao hàng giao không kịp trong ngày tự ý đổi sang giao ngày khác không báo trước,1.0,Tiki,21,,chọn giao hàng siêu tốc. shipper giao không kịp trong ngày tự ý đổi sang giao ngày khác không báo trước
Hoài Dương Lê,quá trình kiểm tra sản phẩm rất mất thời gian và khách hàng hối thúc tiki không lắng nghe.,1.0,Tiki,19,,quá trình kiểm tra sản phẩm rất mất thời gian và khách hàng hối thúc tiki không lắng nghe.
Kyeong Jang Won,shopee không có mã dư shopee pay nên dẹp tiki còn tồi hơn shopee nữa thất vọng ghê lazada thì nhập mã để giảm giá shopee thì hết số sư shopee pay tiki đăng nhập mãi không vào,1.0,Tiki,38,,shopee không có mã dư shopee pay nên dẹp tiki còn tồi hơn shopee nữa chán ghê lazada thì nhập mã để giảm giá shopee thì hết số sư shopee pay tiki đăng nhập mãi không vào 🥵🥵🥵🥵
Thanh Trà Trần,làm ơn sau này check dùm địa chỉ và sđt xem ngta còn xài không em cảm ơn làm riết thất vọng lần nào đặt cũng có chuyện,1.0,Tiki,28,,làm ơn sau này check dùm địa chỉ và sđt xem ngta còn xài k em cảm ơn làm riết chán lần nào đặt cũng có chuyện =)
Huy Quang,chưa thấy mặt người giao hàng đâu thì bị hủy đơn với lí do khách hàng không còn nhu cầu ? đùa nhau à! làm ăn kiểu gì đấy! 2 đơn rồi đó tức giận tức giận tức giận,1.0,Tiki,32,,chưa thấy mặt shipper đâu thì bị hủy đơn với lí do khách hàng không còn nhu cầu ???? đùa nhau à! làm ăn kiểu gì đấy! 2 đơn rồi đó 😡😡😡
Nga Nhạt,đơ và lác hơn các ứng dụng có chức năng tương tự. khi dùng các ứng dụng đặt hàng khác tôi không gặp vấn đề gì nhưng tiki dùng được một lúc thì lại trắng màn hình.,1.0,Tiki,37,,đơ và lác hơn các ứng dụng có chức năng tương tự. khi dùng các ứng dụng đặt hàng khác tôi không gặp vấn đề gì nhưng tiki dùng được một lúc thì lại trắng màn hình.
Trang web: Vay9.C0M,vay online 0 tại 𝗩𝗮𝘆𝗧𝗼𝘁𝗡𝗵𝗮𝘁 . 𝗖𝟬𝗠vay online 0 tại 𝗩𝗮𝘆𝗧𝗼𝘁𝗡𝗵𝗮𝘁 . 𝗖𝟬𝗠,5.0,Tiki,13,,vay online 0% tại: 𝗩𝗮𝘆𝗧𝗼𝘁𝗡𝗵𝗮𝘁 . 𝗖𝟬𝗠vay online 0% tại: 𝗩𝗮𝘆𝗧𝗼𝘁𝗡𝗵𝗮𝘁 . 𝗖𝟬𝗠
Nhung Tkt,giao hàng nhanh và chính xác,5.0,Tiki,6,,giao hàng nhanh và chính xác
Ahn Ngọc_,quảng cáo quá nhiểu rất mất thời gian ứng dụng không xứng đáng được dù chỉ 1 sao,1.0,Tiki,17,,quảng cáo quá nhiểu rất mất thời gian app k xứng đáng đc dù chỉ 1 sao
mường ảng hạt kiểm lâm,ứng dụng như cái đầu suốt ngày quảng cáo xáo mấy tháng rồi mà vẫn không tha.nếu có 0 sao thì tôi đánh giá 0 sao luôn,1.0,Tiki,28,,ứng dụng như cái đầu **** suốt ngày quảng cáo xáo mấy tháng r mà vẫn ko tha.nếu có 0 sao thì tôi đánh giá 0 sao luôn
Lương Vĩnh Hậu,"giao hàng lâu rất, hèn gì ít là z, hôm qua shope cho lẹ",1.0,Tiki,14,,"giao hàng lâu vl, hèn gì * ít là z, qua shope cho lẹ"
Diệp Dinhthi,vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 để vay 0 kiếm 900k,1.0,Tiki,9,,vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 để vay 0% + kiếm 900k
TÙNG KHÁNH,"đề nghị bỏ bên giao hàng viettel post. không muốn mua hàng. mua online cần giao nhanh. đây nghỉ cả thứ 7, chủ nhật không giao. tiki lên xem lại bỏ bonu viettel post ra. bao giờ bỏ thì mua hàng tiếp...",1.0,Tiki,42,,"đề nghị bỏ bên giao hàng viettel post. không muốn mua hàng. mua online cần giao nhanh. đây nghỉ cả thứ 7, chủ nhật ko giao. tiki lên xem lại bỏ bonu viettel post ra. bao giờ bỏ thì mua hàng tiếp....."
Duyên Cương,tiki đồ mắc lắm làm ăn khách hàng uy tín chút nào!,1.0,Tiki,11,,tiki đồ mắc lắm lm ăn kh uy tín chút nào!!!
mỹ mỹ,tiền hang 10 san pham o cửa hàng 210 không tiền giao hàng 34 không đên người nhan mà mua cung một cửa hàng 10 san phẩm tong tiền giao hàng là 144 không va tong tiền hang la 354k tiki mua sam the hôm nay thi lam ứng dụng ung dụng lam gì gỡ dụm ung dung đi cho ung dung khác phat truyện,1.0,Tiki,59,,tiền hang 10 san pham o shop 210 k tiền ship 34 k đên người nhan mà mua cung một shop 10 san phẩm tong tiền ship là 144 k va tong tiền hang la 354k tiki mua sam the nay thi lam app ung dụng lam j gỡ dụm ung dung đi cho ung dung khác phat truyện
KY Q,mới cài đật xem đánh giá thế là trã muốn vào,5.0,Tiki,11,,mới cài đật xem đánh giá thế là trã muốn vào
THÈN NHỎ,"cập nhật xong hay lỗi quá, nhất là phần chat với nhà bán.",4.0,Tiki,13,,"cập nhật xong hay lỗi quá, nhất là phần chat với nhà bán."
45.054.Huỳnh Hương Lê,"giao diện kém, ngày càng rắc rối và rườm rà",3.0,Tiki,10,,"giao diện kém, ngày càng rắc rối và rườm rà"
Bạch Phi Phi,fast giao tiết kiệm gì mà mấy trăm ngàn. vãi,1.0,Tiki,10,,fast giao tiết kiệm gì mà mấy trăm ngàn. vãi
thao doan,phần chia sẽ nhận xu tiki gian lận quá. ứng dụng thì cập nhật liên tục mà chẳng có gì ra hồn cả.,1.0,Tiki,22,,phần chia sẽ nhận xu tiki gian lận quá. app thì cập nhật liên tục mà chẳng có gì ra hồn cả.
Neal Nguyễn,dịch vụ đổi trả hàng rất tệ. đã duyệt đổi trả hàng nhưng không lấy hàng đến hết hạn thì hủy yêu cầu đổi trả. khuyên mọi người không nên dùng dịch vụ tiki nữa.,1.0,Tiki,35,,dịch vụ đổi trả hàng rất tệ. đã duyệt đổi trả hàng nhưng không lấy hàng đến hết hạn thì hủy yêu cầu đổi trả. khuyên mọi người không nên dùng dịch vụ tiki nữa.
Asahi Kohtoh,"kho tiện ích tiki bị lỗi, không đăng nhập được.",5.0,Tiki,10,,"kho tiện ích tiki bị lỗi, không đăng nhập được."
Tuyền Nguyễn,đăng nhập thì ngoằn ngoèo rối não chả có món gì hay hoặc đẹp muốn tìm 1 combo đàng hoàng cũng không có nói chung là tệ không bằng 1 góc nhỏ của shoppee mình khuyên mng nên 1ua shoppee mà mua vì bên shoppee nhiều thứ đẹp và tiện hơn bên tiki nhiều tệ quá tệ,1.0,Tiki,57,,đăng nhập thì ngoằn ngoèo rối não chả có món gì hay hoặc đẹp muốn tìm 1 combo đàng hoàng cũng ko có nói chung là tệ ko bằng 1 góc nhỏ của shoppee mk khuyên mng nên 1ua shoppee mà mua vì bên shoppee nhiều thứ đẹp và tiện hơn bên tiki nhiều tệ quá tệ
